2017-02-14T16:36:17.7808750Z|Program_Name_Editing|NIST_MTC_CRADA_BOX_REV-A_OP5.NC
2017-02-14T16:36:22.5465000Z|Block_Number|0
2017-02-14T16:36:27.9058750Z|Program_Runtime_Seconds|3602
2017-02-14T16:36:27.9058750Z|Program_Runtime_Seconds|2
2017-02-14T16:36:28.0152500Z|Block_Number|17
2017-02-14T16:36:28.0308750Z|Feed_Rate|583.1
2017-02-14T16:36:28.0308750Z|Program_Status|ACTIVE
2017-02-14T16:36:28.1871250Z|Feed_Rate|570
2017-02-14T16:36:28.3902500Z|Feed_Rate|175.75
2017-02-14T16:36:28.5465000Z|Feed_Rate|0
2017-02-14T16:36:28.7183750Z|Feed_Rate|44.5166666666667
2017-02-14T16:36:28.8746250Z|Feed_Rate|219.7
2017-02-14T16:36:29.0308750Z|Feed_Rate|47.1333333333333
2017-02-14T16:36:29.0308750Z|Program_Runtime_Seconds|3
2017-02-14T16:36:29.1871250Z|Feed_Rate|0
2017-02-14T16:36:29.9683750Z|Program_Runtime_Seconds|4
2017-02-14T16:36:30.9996250Z|Program_Runtime_Seconds|5
2017-02-14T16:36:31.5152500Z|Current_Tool|0.000000
2017-02-14T16:36:31.9215000Z|Program_Runtime_Seconds|6
2017-02-14T16:36:32.1715000Z|Current_Tool|24.000000
2017-02-14T16:36:32.9527500Z|Program_Runtime_Seconds|7
2017-02-14T16:36:33.1871250Z|Block_Number|18
2017-02-14T16:36:33.4996250Z|Feed_Rate|552.533333333333
2017-02-14T16:36:33.5152500Z|Spindle_Speed|622.200100
2017-02-14T16:36:33.6715000Z|Feed_Rate|575.7
2017-02-14T16:36:33.6715000Z|Spindle_Speed|1866.600299
2017-02-14T16:36:33.8121250Z|Spindle_Speed|2488.800398
2017-02-14T16:36:33.9996250Z|Program_Runtime_Seconds|8
2017-02-14T16:36:34.0152500Z|Spindle_Speed|3733.200597
2017-02-14T16:36:34.1715000Z|Feed_Rate|295.583333333333
2017-02-14T16:36:34.1871250Z|Spindle_Speed|4977.600796
2017-02-14T16:36:34.3433750Z|Block_Number|19
2017-02-14T16:36:34.3433750Z|Feed_Rate|52.1833333333333
2017-02-14T16:36:34.3590000Z|Spindle_Speed|6346.441015
2017-02-14T16:36:34.5152500Z|Feed_Rate|0
2017-02-14T16:36:34.5152500Z|Spindle_Speed|6968.641115
2017-02-14T16:36:34.6402500Z|Spindle_Speed|7590.841215
2017-02-14T16:36:34.7496250Z|Spindle_Speed|8586.361374
2017-02-14T16:36:34.8902500Z|Spindle_Speed|9208.561473
2017-02-14T16:36:35.0308750Z|Program_Runtime_Seconds|9
2017-02-14T16:36:35.0308750Z|Spindle_Speed|10079.641613
2017-02-14T16:36:35.1715000Z|Spindle_Speed|11324.041812
2017-02-14T16:36:35.3121250Z|Spindle_Speed|11500.000000
2017-02-14T16:36:35.9527500Z|Program_Runtime_Seconds|10
2017-02-14T16:36:36.8590000Z|Program_Runtime_Seconds|11
2017-02-14T16:36:37.9840000Z|Program_Runtime_Seconds|12
2017-02-14T16:36:38.9840000Z|Program_Runtime_Seconds|13
2017-02-14T16:36:39.8902500Z|Feed_Rate|371.766666666667
2017-02-14T16:36:39.9058750Z|Program_Runtime_Seconds|14
2017-02-14T16:36:40.0465000Z|Feed_Rate|414.516666666667
2017-02-14T16:36:40.2027500Z|Feed_Rate|500
2017-02-14T16:36:40.5152500Z|Feed_Rate|472.15
2017-02-14T16:36:40.6871250Z|Block_Number|20
2017-02-14T16:36:40.6871250Z|Feed_Rate|75.3333333333333
2017-02-14T16:36:40.8590000Z|Block_Number|21
2017-02-14T16:36:40.8746250Z|Feed_Rate|9.63333333333333
2017-02-14T16:36:41.0152500Z|Block_Number|22
2017-02-14T16:36:41.0152500Z|Feed_Rate|27.9
2017-02-14T16:36:41.0308750Z|Program_Runtime_Seconds|15
2017-02-14T16:36:41.1715000Z|Feed_Rate|13.3166666666667
2017-02-14T16:36:41.3433750Z|Feed_Rate|42.3333333333333
2017-02-14T16:36:41.6715000Z|Block_Number|23
2017-02-14T16:36:41.6871250Z|Feed_Rate|41.5166666666667
2017-02-14T16:36:41.8590000Z|Block_Number|24
2017-02-14T16:36:41.9996250Z|Feed_Rate|42.3333333333333
2017-02-14T16:36:42.0152500Z|Program_Runtime_Seconds|16
2017-02-14T16:36:42.3277500Z|Spindle_Time|7257491.7156
2017-02-14T16:36:42.9371250Z|Program_Runtime_Seconds|17
2017-02-14T16:36:44.0152500Z|Program_Runtime_Seconds|18
2017-02-14T16:36:44.1715000Z|Block_Number|25
2017-02-14T16:36:44.9683750Z|Program_Runtime_Seconds|19
2017-02-14T16:36:45.9215000Z|Block_Number|26
2017-02-14T16:36:45.9215000Z|Feed_Rate|42.3166666666667
2017-02-14T16:36:46.1090000Z|Block_Number|27
2017-02-14T16:36:46.1246250Z|Program_Runtime_Seconds|20
2017-02-14T16:36:46.2652500Z|Block_Number|28
2017-02-14T16:36:46.5933750Z|Block_Number|29
2017-02-14T16:36:46.6090000Z|Feed_Rate|42.3333333333333
2017-02-14T16:36:47.0621250Z|Program_Runtime_Seconds|21
2017-02-14T16:36:47.9683750Z|Program_Runtime_Seconds|22
2017-02-14T16:36:48.9215000Z|Block_Number|30
2017-02-14T16:36:48.9371250Z|Feed_Rate|42.3166666666667
2017-02-14T16:36:49.0933750Z|Program_Runtime_Seconds|23
2017-02-14T16:36:49.2652500Z|Block_Number|32
2017-02-14T16:36:49.2652500Z|Feed_Rate|42.3333333333333
2017-02-14T16:36:49.4215000Z|Feed_Rate|42.3166666666667
