2017-02-06T16:12:58.0156250Z|Program_Name_Editing|NIST_MTC_CRADA_BOX_REV-A_OP1.NC
2017-02-06T16:13:00.9218750Z|Block_Number|0
2017-02-06T16:15:33.3125000Z|Rapid_Override|27.000000
2017-02-06T16:15:33.4531250Z|Rapid_Override|0.000000
2017-02-06T16:15:33.4687500Z|Spindle_Override|101.000000
2017-02-06T16:15:34.2968750Z|Program_Status|ACTIVE
2017-02-06T16:15:34.3281250Z|Program_Runtime_Seconds|300
2017-02-06T16:15:34.3281250Z|Program_Runtime_Seconds|0
2017-02-06T16:15:34.4531250Z|Block_Number|9
2017-02-06T16:15:34.4687500Z|Program_Name_Running|NIST_MTC_CRADA_BOX_REV-A_OP1.NC
2017-02-06T16:15:34.5625000Z|Spindle_Speed|248.880040
2017-02-06T16:15:35.1093750Z|Spindle_Speed|124.440020
2017-02-06T16:15:35.2812500Z|Program_Runtime_Seconds|1
2017-02-06T16:15:35.3125000Z|Spindle_Speed|0.000000
2017-02-06T16:15:35.4062500Z|Rapid_Override|13.000000
2017-02-06T16:15:35.5625000Z|Feed_Rate|13.7666666666667
2017-02-06T16:15:35.5937500Z|Rapid_Override|48.000000
2017-02-06T16:15:35.7187500Z|Feed_Rate|138.4
2017-02-06T16:15:35.7343750Z|Rapid_Override|67.000000
2017-02-06T16:15:35.8906250Z|Feed_Rate|255.333333333333
2017-02-06T16:15:35.9062500Z|Rapid_Override|69.000000
2017-02-06T16:15:36.0468750Z|Feed_Rate|395
2017-02-06T16:15:36.2343750Z|Feed_Rate|401.683333333333
2017-02-06T16:15:36.2500000Z|Rapid_Override|70.000000
2017-02-06T16:15:36.2656250Z|Spindle_Override|100.000000
2017-02-06T16:15:36.2812500Z|Program_Runtime_Seconds|2
2017-02-06T16:15:36.4062500Z|Feed_Rate|404.266666666667
2017-02-06T16:15:36.4218750Z|Rapid_Override|100.000000
2017-02-06T16:15:36.4375000Z|Spindle_Override|101.000000
2017-02-06T16:15:36.5625000Z|Feed_Rate|499.183333333333
2017-02-06T16:15:36.7187500Z|Feed_Rate|569.466666666667
2017-02-06T16:15:36.8750000Z|Feed_Rate|569.05
2017-02-06T16:15:37.0468750Z|Feed_Rate|175.916666666667
2017-02-06T16:15:37.2187500Z|Feed_Rate|43.5666666666667
2017-02-06T16:15:37.2343750Z|Program_Runtime_Seconds|3
2017-02-06T16:15:37.3906250Z|Feed_Rate|30.9
2017-02-06T16:15:37.5625000Z|Feed_Rate|226.2
2017-02-06T16:15:37.7187500Z|Feed_Rate|99.6166666666667
2017-02-06T16:15:38.0000000Z|Feed_Rate|0
2017-02-06T16:15:38.2812500Z|Program_Runtime_Seconds|4
2017-02-06T16:15:39.2968750Z|Program_Runtime_Seconds|5
2017-02-06T16:15:40.2187500Z|Program_Runtime_Seconds|6
2017-02-06T16:15:41.3593750Z|Program_Runtime_Seconds|7
2017-02-06T16:15:42.3750000Z|Program_Runtime_Seconds|8
2017-02-06T16:15:43.2656250Z|Program_Runtime_Seconds|9
2017-02-06T16:15:44.2500000Z|Program_Runtime_Seconds|10
2017-02-06T16:15:45.1406250Z|Current_Tool|0.000000
2017-02-06T16:15:45.2968750Z|Program_Runtime_Seconds|11
2017-02-06T16:15:45.8125000Z|Current_Tool|1.000000
2017-02-06T16:15:46.1875000Z|Program_Runtime_Seconds|12
2017-02-06T16:15:46.5937500Z|Rapid_Override|99.000000
2017-02-06T16:15:46.7812500Z|Rapid_Override|0.000000
2017-02-06T16:15:47.7812500Z|Block_Number|10
2017-02-06T16:15:47.7968750Z|Feed_Rate|331.133333333333
2017-02-06T16:15:47.8281250Z|Rapid_Override|60.000000
2017-02-06T16:15:47.8281250Z|Program_Runtime_Seconds|13
2017-02-06T16:15:47.8437500Z|Spindle_Speed|6346.441015
2017-02-06T16:15:47.9531250Z|Feed_Rate|343.783333333333
2017-02-06T16:15:47.9687500Z|Rapid_Override|66.000000
2017-02-06T16:15:47.9843750Z|Spindle_Speed|6968.641115
2017-02-06T16:15:48.2656250Z|Feed_Rate|383.183333333333
2017-02-06T16:15:48.2812500Z|Rapid_Override|68.000000
2017-02-06T16:15:48.2968750Z|Spindle_Speed|8835.241414
2017-02-06T16:15:48.4531250Z|Feed_Rate|200.75
2017-02-06T16:15:48.4531250Z|Rapid_Override|69.000000
2017-02-06T16:15:48.4843750Z|Program_Runtime_Seconds|14
2017-02-06T16:15:48.5000000Z|Spindle_Speed|10079.641613
2017-02-06T16:15:48.6093750Z|Block_Number|11
2017-02-06T16:15:48.6250000Z|Feed_Rate|0
2017-02-06T16:15:48.6406250Z|Rapid_Override|15.000000
2017-02-06T16:15:48.6562500Z|Spindle_Speed|11448.481832
2017-02-06T16:15:48.7500000Z|Rapid_Override|0.000000
2017-02-06T16:15:48.7656250Z|Spindle_Speed|12070.681931
2017-02-06T16:15:48.8750000Z|Spindle_Speed|12120.000000
2017-02-06T16:15:49.0000000Z|Spindle_Override|100.000000
2017-02-06T16:15:49.1250000Z|Spindle_Override|101.000000
2017-02-06T16:15:49.1406250Z|Spindle_Speed|12000.000000
2017-02-06T16:15:49.2500000Z|Spindle_Speed|12120.000000
2017-02-06T16:15:49.3750000Z|Program_Runtime_Seconds|15
2017-02-06T16:15:49.7500000Z|Feed_Override|112.000000
2017-02-06T16:15:49.8750000Z|Feed_Override|115.000000
2017-02-06T16:15:49.9062500Z|Spindle_Speed|12000.000000
2017-02-06T16:15:50.0000000Z|Feed_Override|34.000000
2017-02-06T16:15:50.0000000Z|Spindle_Speed|12120.000000
2017-02-06T16:15:50.1406250Z|Feed_Override|0.000000
2017-02-06T16:15:50.2500000Z|Program_Runtime_Seconds|16
2017-02-06T16:15:50.3906250Z|Spindle_Override|100.000000
2017-02-06T16:15:50.6406250Z|Spindle_Override|101.000000
2017-02-06T16:15:51.2656250Z|Program_Runtime_Seconds|17
2017-02-06T16:15:52.1406250Z|Rapid_Override|5.000000
2017-02-06T16:15:52.2656250Z|Rapid_Override|12.000000
2017-02-06T16:15:52.2812500Z|Program_Runtime_Seconds|18
2017-02-06T16:15:52.3750000Z|Rapid_Override|14.000000
2017-02-06T16:15:52.5156250Z|Rapid_Override|15.000000
2017-02-06T16:15:52.6406250Z|Rapid_Override|16.000000
2017-02-06T16:15:52.7656250Z|Rapid_Override|20.000000
2017-02-06T16:15:52.8750000Z|Rapid_Override|3.000000
2017-02-06T16:15:53.0000000Z|Rapid_Override|0.000000
2017-02-06T16:15:53.2656250Z|Program_Runtime_Seconds|19
2017-02-06T16:15:54.2812500Z|Program_Runtime_Seconds|20
2017-02-06T16:15:54.5312500Z|Spindle_Override|100.000000
2017-02-06T16:15:54.6562500Z|Spindle_Speed|12000.000000
2017-02-06T16:15:55.1406250Z|Program_Runtime_Seconds|21
2017-02-06T16:15:55.6718750Z|Rapid_Override|8.000000
2017-02-06T16:15:55.8281250Z|Feed_Rate|96.1
2017-02-06T16:15:55.8437500Z|Rapid_Override|24.000000
2017-02-06T16:15:55.8593750Z|Spindle_Override|101.000000
2017-02-06T16:15:55.9843750Z|Feed_Rate|110.55
2017-02-06T16:15:56.0000000Z|Rapid_Override|25.000000
2017-02-06T16:15:56.0312500Z|Spindle_Speed|12120.000000
2017-02-06T16:15:56.1406250Z|Feed_Rate|125.516666666667
2017-02-06T16:15:56.1562500Z|Rapid_Override|26.000000
2017-02-06T16:15:56.2812500Z|Feed_Rate|130
2017-02-06T16:15:56.3125000Z|Program_Runtime_Seconds|22
2017-02-06T16:15:56.7500000Z|Feed_Rate|127.683333333333
2017-02-06T16:15:56.7812500Z|Rapid_Override|25.000000
2017-02-06T16:15:56.9218750Z|Feed_Rate|122.866666666667
2017-02-06T16:15:56.9375000Z|Rapid_Override|23.000000
2017-02-06T16:15:57.0781250Z|Feed_Rate|112.7
2017-02-06T16:15:57.0937500Z|Rapid_Override|22.000000
2017-02-06T16:15:57.2343750Z|Feed_Rate|105.383333333333
2017-02-06T16:15:57.2500000Z|Rapid_Override|19.000000
2017-02-06T16:15:57.3906250Z|Feed_Rate|90
2017-02-06T16:15:57.4218750Z|Rapid_Override|18.000000
2017-02-06T16:15:57.4531250Z|Program_Runtime_Seconds|23
2017-02-06T16:15:57.5781250Z|Spindle_Speed|12000.000000
2017-02-06T16:15:57.6875000Z|Rapid_Override|17.000000
2017-02-06T16:15:57.7187500Z|Spindle_Override|100.000000
2017-02-06T16:15:57.7343750Z|Spindle_Speed|12120.000000
2017-02-06T16:15:57.8593750Z|Feed_Rate|79.05
2017-02-06T16:15:57.8750000Z|Rapid_Override|13.000000
2017-02-06T16:15:57.8906250Z|Spindle_Override|101.000000
2017-02-06T16:15:57.9062500Z|Spindle_Speed|12000.000000
2017-02-06T16:15:58.0156250Z|Block_Number|12
2017-02-06T16:15:58.0468750Z|Feed_Rate|68.9166666666667
2017-02-06T16:15:58.0468750Z|Rapid_Override|4.000000
2017-02-06T16:15:58.0781250Z|Spindle_Speed|12120.000000
2017-02-06T16:15:58.1875000Z|Feed_Rate|28.9666666666667
2017-02-06T16:15:58.2031250Z|Rapid_Override|2.000000
2017-02-06T16:15:58.3906250Z|Feed_Rate|14.5166666666667
2017-02-06T16:15:58.4062500Z|Rapid_Override|1.000000
2017-02-06T16:15:58.4843750Z|Program_Runtime_Seconds|24
2017-02-06T16:15:58.5156250Z|Feed_Rate|6.1
2017-02-06T16:15:58.5156250Z|Rapid_Override|4.000000
2017-02-06T16:15:58.6562500Z|Feed_Rate|20.9666666666667
2017-02-06T16:15:58.6718750Z|Rapid_Override|6.000000
2017-02-06T16:15:58.8125000Z|Feed_Rate|30
2017-02-06T16:15:59.0000000Z|Block_Number|13
2017-02-06T16:15:59.0156250Z|Feed_Rate|0
2017-02-06T16:15:59.1406250Z|Rapid_Override|5.000000
2017-02-06T16:15:59.2812500Z|Rapid_Override|2.000000
2017-02-06T16:15:59.3125000Z|Program_Runtime_Seconds|25
2017-02-06T16:15:59.4218750Z|Rapid_Override|0.000000
2017-02-06T16:15:59.5625000Z|Spindle_Speed|12000.000000
2017-02-06T16:15:59.7031250Z|Spindle_Speed|12120.000000
2017-02-06T16:16:00.2343750Z|Program_Runtime_Seconds|26
2017-02-06T16:16:01.3593750Z|Program_Runtime_Seconds|27
2017-02-06T16:16:02.1250000Z|Feed_Override|5.000000
2017-02-06T16:16:02.2812500Z|Feed_Rate|4.78333333333333
2017-02-06T16:16:02.2968750Z|Feed_Override|10.000000
2017-02-06T16:16:02.3125000Z|Program_Runtime_Seconds|28
2017-02-06T16:16:02.4218750Z|Feed_Rate|6.91666666666667
2017-02-06T16:16:02.4531250Z|Feed_Override|12.000000
2017-02-06T16:16:02.5937500Z|Feed_Rate|7.91666666666667
2017-02-06T16:16:02.6093750Z|Feed_Override|14.000000
2017-02-06T16:16:02.7500000Z|Feed_Rate|8.65
2017-02-06T16:16:02.7656250Z|Feed_Override|15.000000
2017-02-06T16:16:02.8906250Z|Feed_Rate|9.53333333333333
2017-02-06T16:16:03.0625000Z|Feed_Rate|10.1666666666667
2017-02-06T16:16:03.0781250Z|Feed_Override|17.000000
2017-02-06T16:16:03.2187500Z|Block_Number|14
2017-02-06T16:16:03.2500000Z|Feed_Rate|9.53333333333333
2017-02-06T16:16:03.2656250Z|Feed_Override|19.000000
2017-02-06T16:16:03.2812500Z|Program_Runtime_Seconds|29
2017-02-06T16:16:03.4375000Z|Feed_Rate|10.8166666666667
2017-02-06T16:16:03.4531250Z|Feed_Override|21.000000
2017-02-06T16:16:03.5468750Z|Feed_Rate|12.4666666666667
2017-02-06T16:16:03.5781250Z|Feed_Override|23.000000
2017-02-06T16:16:03.7187500Z|Block_Number|15
2017-02-06T16:16:03.7343750Z|Feed_Rate|14.7333333333333
2017-02-06T16:16:03.7500000Z|Feed_Override|24.000000
2017-02-06T16:16:03.8750000Z|Feed_Rate|15.9333333333333
2017-02-06T16:16:03.9062500Z|Feed_Override|26.000000
2017-02-06T16:16:04.0625000Z|Block_Number|16
2017-02-06T16:16:04.0937500Z|Feed_Rate|18.3833333333333
2017-02-06T16:16:04.1093750Z|Feed_Override|30.000000
2017-02-06T16:16:04.2343750Z|Feed_Rate|19.9666666666667
2017-02-06T16:16:04.2500000Z|Feed_Override|33.000000
2017-02-06T16:16:04.3750000Z|Feed_Rate|21.9333333333333
2017-02-06T16:16:04.3906250Z|Feed_Override|38.000000
2017-02-06T16:16:04.4218750Z|Spindle_Override|100.000000
2017-02-06T16:16:04.4375000Z|Program_Runtime_Seconds|30
2017-02-06T16:16:04.4375000Z|Spindle_Speed|12000.000000
2017-02-06T16:16:04.5312500Z|Feed_Rate|23.25
2017-02-06T16:16:04.5625000Z|Feed_Override|42.000000
2017-02-06T16:16:04.5781250Z|Spindle_Override|101.000000
2017-02-06T16:16:04.6875000Z|Feed_Rate|26.8166666666667
2017-02-06T16:16:04.7031250Z|Feed_Override|44.000000
2017-02-06T16:16:04.7187500Z|Spindle_Override|100.000000
2017-02-06T16:16:04.7343750Z|Spindle_Speed|12120.000000
2017-02-06T16:16:04.8593750Z|Feed_Rate|28.1
2017-02-06T16:16:04.8593750Z|Feed_Override|51.000000
2017-02-06T16:16:04.8906250Z|Spindle_Override|101.000000
2017-02-06T16:16:04.9062500Z|Spindle_Speed|12000.000000
2017-02-06T16:16:05.0000000Z|Feed_Rate|32.5166666666667
2017-02-06T16:16:05.0312500Z|Feed_Override|52.000000
2017-02-06T16:16:05.0468750Z|Spindle_Speed|12120.000000
2017-02-06T16:16:05.1406250Z|Feed_Rate|33.2
2017-02-06T16:16:05.1718750Z|Feed_Override|56.000000
2017-02-06T16:16:05.3125000Z|Feed_Rate|36.3333333333333
2017-02-06T16:16:05.3437500Z|Feed_Override|59.000000
2017-02-06T16:16:05.3593750Z|Program_Runtime_Seconds|31
2017-02-06T16:16:05.3750000Z|Spindle_Speed|12000.000000
2017-02-06T16:16:05.4687500Z|Feed_Rate|38.5666666666667
2017-02-06T16:16:05.5000000Z|Feed_Override|65.000000
2017-02-06T16:16:05.5156250Z|Spindle_Override|100.000000
2017-02-06T16:16:05.5312500Z|Spindle_Speed|12120.000000
